timestamp,open,high,low,close,volume,num_trades,tipo,rsi,bb_middle,bb_upper,bb_lower,bb_width,adx,di_plus,di_minus,volume_sma,volume_ratio
2025-08-27 21:30:00,980.07,980.07,980.07,980.07,4798,1,alcista,,,,,,,,,,
2025-08-27 21:40:00,986.85,1002.71,975.84,975.84,12897,6,bajista,,,,,,,,,,
2025-08-27 21:50:00,961.39,988.64,961.39,977.2,8488,6,alcista,,,,,,,,,,
2025-08-27 22:00:00,990.09,990.09,953.22,983.85,20280,7,bajista,,,,,,,,,,
2025-08-27 22:10:00,984.28,1041.6,984.28,1041.6,9737,6,alcista,,,,,,,,,,
2025-08-27 22:20:00,1054.87,1054.87,1037.8,1048.16,13082,5,bajista,,,,,,,,,,
2025-08-27 22:30:00,1057.09,1077.44,1057.09,1077.44,11142,4,alcista,,,,,,,,,,
2025-08-27 22:40:00,1065.48,1070.14,1049.83,1067.41,10618,4,alcista,,,,,,,,,,
2025-08-27 22:50:00,1071.56,1088.14,1052.28,1088.14,13846,5,alcista,,,,,,,,,,
2025-08-27 23:00:00,1071.96,1071.96,1046.36,1054.17,12137,4,bajista,,,,,,,,,,
2025-08-27 23:10:00,1041.91,1073.58,1032.95,1061.86,15561,5,alcista,,,,,,,,,,
2025-08-27 23:20:00,1049.13,1049.68,1042.27,1042.27,8268,4,bajista,,,,,,,,,,
2025-08-27 23:30:00,1042.03,1058.55,1042.03,1050.5,16767,6,alcista,,,,,,,,,,
2025-08-27 23:40:00,1044.4,1050.06,1026.08,1050.06,12633,4,alcista,66.94591060965568,,,,,,,,,
2025-08-27 23:50:00,1030.86,1036.1,1017.92,1033.1,10485,4,alcista,61.86512731015346,,,,,,31.560741629000983,16.908034314177637,,
2025-08-28 00:00:00,1039.52,1039.52,1018.33,1018.33,11233,4,bajista,59.07867185163028,,,,,,27.488550331806707,17.13244228432562,,
2025-08-28 00:10:00,1030.94,1076.16,1030.94,1076.16,8820,4,alcista,67.03387496557424,,,,,,33.645919658045116,12.838574606359291,,
2025-08-28 00:20:00,1067.88,1073.28,1029.02,1029.02,16638,6,bajista,56.82388131854851,,,,,,32.90885433331201,11.224163307096688,,
2025-08-28 00:30:00,1030.78,1030.78,1012.34,1012.34,12976,4,bajista,44.95343221800623,,,,,,23.92782305005824,16.13504074505237,,
2025-08-28 00:40:00,994.39,1021.94,994.39,1021.94,13332,5,alcista,45.52468082201132,1034.473,1103.5500499171987,965.3959500828012,138.15409983439758,,20.341833719714568,19.83044683849264,12186.9,1.0939615488762524
2025-08-28 00:50:00,1013.15,1019.6,998.57,998.57,15734,6,bajista,36.26101801205448,1035.398,1101.853384194368,968.9426158056318,132.91076838873607,,15.41917202294561,20.100444628746498,12733.7,1.235618869613702
2025-08-28 01:00:00,1001.33,1001.33,963.73,963.73,5946,4,bajista,33.376090302719334,1034.7925,1103.7078946211548,965.8771053788453,137.8307892423095,,15.07228752871234,25.859118137188663,12386.15,0.4800523164986699
2025-08-28 01:10:00,949.98,966.96,949.98,964.45,6408,4,alcista,28.807867594147268,1034.155,1105.5064183829807,962.8035816170192,142.70283676596148,,11.508067171550882,30.241309563008606,12282.15,0.5217327585154066
