timestamp,open,high,low,close,volume,num_trades,tipo,rsi,bb_middle,bb_upper,bb_lower,bb_width,adx,di_plus,di_minus,volume_sma,volume_ratio
2025-08-27 21:30:00,988.08,1001.32,988.08,1001.32,2861,2,alcista,,,,,,,,,,
2025-08-27 21:40:00,985.91,998.57,981.11,992.51,7082,4,alcista,,,,,,,,,,
2025-08-27 21:50:00,987.58,1000.79,968.72,968.72,8787,5,bajista,,,,,,,,,,
2025-08-27 22:00:00,986.09,1003.04,983.51,1003.04,13089,5,alcista,,,,,,,,,,
2025-08-27 22:10:00,1008.3,1008.3,981.9,981.9,9300,4,bajista,,,,,,,,,,
2025-08-27 22:20:00,989.58,1043.54,989.58,1043.54,13362,6,alcista,,,,,,,,,,
2025-08-27 22:30:00,1059.81,1073.4,1059.81,1063.09,13337,5,alcista,,,,,,,,,,
2025-08-27 22:40:00,1043.92,1089.08,1043.92,1070.57,20728,6,alcista,,,,,,,,,,
2025-08-27 22:50:00,1061.99,1075.32,1054.31,1054.31,20162,5,bajista,,,,,,,,,,
2025-08-27 23:00:00,1057.64,1073.91,1043.02,1073.91,10316,5,alcista,,,,,,,,,,
2025-08-27 23:10:00,1095.07,1110.39,1095.07,1101.57,15032,5,alcista,,,,,,,,,,
2025-08-27 23:20:00,1080.62,1100.79,1065.16,1089.72,14268,6,alcista,,,,,,,,,,
2025-08-27 23:30:00,1080.74,1084.11,1057.44,1084.11,14217,5,alcista,,,,,,,,,,
2025-08-27 23:40:00,1091.29,1091.29,1068.33,1079.13,6685,5,bajista,64.81023259355136,,,,,,,,,
2025-08-27 23:50:00,1074.51,1078.02,1026.82,1026.82,5458,5,bajista,54.04761904761903,,,,,,24.122406639004193,26.07468879668044,,
2025-08-28 00:00:00,1018.46,1018.83,985.66,1003.35,17526,6,bajista,51.64411818236972,,,,,,23.117606123869216,31.786459886668588,,
2025-08-28 00:10:00,986.95,1016.81,981.31,1016.81,16964,5,alcista,57.529828077537346,,,,,,22.961017417749556,29.983411667127395,,
